Airport,Date/time,Wind_direction,Wind_speed,Gust_speed,QNH
ENBO,010020Z,100,26,,1019
ENBO,010120Z,110,27,,1018
ENBO,010150Z,110,28,,1018
ENBO,010220Z,110,24,,1019
ENBO,010250Z,100,26,,1018
ENBO,010320Z,100,26,,1018
ENBO,010350Z,100,26,,1018
ENBO,010420Z,110,24,,1018
ENBO,010450Z,100,24,,1018
ENBO,010520Z,100,23,,1018
ENBO,010550Z,100,24,,1018
ENBO,010620Z,100,25,,1018
ENBO,010720Z,100,25,,1018
ENBO,010750Z,100,26,,1018
ENBO,010820Z,90,25,,1018
ENBO,010850Z,100,24,,1018
ENBO,010920Z,90,23,,1018
ENBO,010950Z,90,28,,1018
ENBO,011020Z,90,26,,1018
ENBO,011050Z,90,27,,1018
ENBO,011120Z,90,25,,1018
ENBO,011150Z,90,25,,1018
ENBO,011220Z,90,24,,1018
ENBO,011250Z,80,24,,1018
ENBO,011320Z,90,22,,1018
ENBO,011350Z,90,21,,1018
ENBO,011420Z,100,23,,1018
ENBO,011450Z,100,21,,1018
ENBO,011520Z,100,23,35,1018
ENBO,011550Z,110,25,,1018
ENBO,011620Z,100,26,,1018
ENBO,011650Z,100,23,,1018
ENBO,011720Z,90,25,,1017
ENBO,011750Z,90,25,,1017
ENBO,011820Z,90,24,,1017
ENBO,011850Z,100,25,,1018
ENBO,011920Z,100,25,,1018
ENBO,011950Z,100,23,,1017
ENBO,012020Z,90,25,,1017
ENBO,012050Z,90,24,,1018
ENBO,012120Z,90,24,,1018
ENBO,012150Z,90,25,,1018
ENBO,012220Z,90,25,,1017
ENBO,012250Z,100,20,,1018
ENBO,012320Z,90,25,,1017
ENBO,012350Z,90,26,,1017
ENBO,020020Z,90,24,,1017
ENBO,020050Z,90,26,,1017
ENBO,020120Z,90,25,,1017
ENBO,020150Z,90,26,,1017
ENBO,020220Z,90,26,,1017
ENBO,020250Z,90,25,,1017
ENBO,020320Z,90,25,,1017
ENBO,020350Z,90,25,,1017
ENBO,020420Z,90,24,,1017
ENBO,020450Z,90,25,,1017
ENBO,020520Z,90,25,,1016
ENBO,020550Z,90,25,,1016
ENBO,020620Z,90,26,,1016
ENBO,020650Z,90,26,,1016
ENBO,020720Z,90,26,,1016
ENBO,020750Z,90,24,,1016
ENBO,020820Z,90,26,,1016
ENBO,020850Z,90,25,,1016
ENBO,020920Z,90,27,,1016
ENBO,020950Z,90,25,,1016
ENBO,021020Z,90,28,,1016
ENBO,021050Z,90,26,,1016
ENBO,021120Z,90,23,,1016
ENBO,021150Z,80,24,,1017
ENBO,021220Z,90,23,,1017
ENBO,021250Z,90,24,,1016
ENBO,021320Z,90,24,,1016
ENBO,021350Z,90,24,,1016
ENBO,021420Z,90,24,,1016
ENBO,021450Z,90,24,,1016
ENBO,021520Z,90,24,,1016
ENBO,021550Z,90,24,,1016
ENBO,021620Z,90,21,,1016
ENBO,021620Z,90,21,,1016
ENBO,021650Z,90,22,,1016
ENBO,021720Z,90,22,,1015
ENBO,021750Z,90,24,,1015
ENBO,021820Z,90,25,,1015
ENBO,021850Z,90,24,,1015
ENBO,021920Z,90,24,,1015
ENBO,021950Z,90,24,,1015
ENBO,022020Z,90,24,,1015
ENBO,022050Z,90,25,,1014
ENBO,022120Z,90,23,,1014
ENBO,022150Z,90,24,,1014
ENBO,022220Z,90,26,,1014
ENBO,022250Z,90,22,,1014
ENBO,022320Z,90,25,,1013
ENBO,022350Z,90,22,,1014
ENBO,030020Z,90,24,,1013
ENBO,030050Z,90,23,,1013
ENBO,030120Z,90,23,,1013
ENBO,030150Z,90,22,,1013
ENBO,030220Z,90,22,,1013
ENBO,030250Z,90,21,,1013
ENBO,030320Z,90,21,,1013
ENBO,030350Z,90,21,,1013
ENBO,030420Z,90,20,,1012
ENBO,030450Z,90,21,,1012
ENBO,030520Z,90,22,,1012
ENBO,030550Z,90,21,,1012
ENBO,030620Z,90,20,,1012
ENBO,030650Z,90,22,,1012
ENBO,030720Z,90,21,,1012
ENBO,030750Z,90,20,,1012
ENBO,030820Z,90,21,,1012
ENBO,030850Z,90,20,,1012
ENBO,030920Z,90,21,,1012
ENBO,030950Z,90,18,,1012
ENBO,031020Z,90,20,,1012
ENBO,031050Z,90,21,,1012
ENBO,031120Z,90,21,,1012
ENBO,031120Z,90,21,,1012
ENBO,031150Z,90,20,,1012
ENBO,031220Z,90,23,,1011
ENBO,031250Z,100,24,,1011
ENBO,031320Z,90,24,,1011
ENBO,031350Z,90,22,,1011
ENBO,031420Z,90,23,,1011
ENBO,031450Z,90,22,,1010
ENBO,031520Z,90,23,,1010
ENBO,031550Z,90,23,,1010
ENBO,031620Z,90,23,,1010
ENBO,031650Z,90,22,,1010
ENBO,031720Z,90,22,,1010
ENBO,031750Z,90,22,,1010
ENBO,031820Z,90,20,,1010
ENBO,031850Z,90,21,,1010
ENBO,031920Z,90,22,,1010
ENBO,031950Z,90,23,,1010
ENBO,032020Z,90,22,,1010
ENBO,032050Z,90,21,,1009
ENBO,032120Z,100,23,,1009
ENBO,032150Z,90,21,,1009
ENBO,032220Z,100,22,,1009
ENBO,032250Z,100,22,,1009
ENBO,032320Z,100,21,,1009
ENBO,032350Z,90,21,,1009
ENBO,040020Z,100,20,,1009
ENBO,040050Z,100,22,,1009
ENBO,040120Z,90,22,,1008
ENBO,040150Z,90,21,,1008
ENBO,040250Z,90,21,,1008
ENBO,040350Z,90,21,,1008
ENBO,040420Z,100,20,,1008
ENBO,040450Z,100,22,,1008
ENBO,040520Z,90,19,,1008
ENBO,040550Z,90,18,,1007
ENBO,040620Z,90,21,,1007
ENBO,040650Z,90,18,,1007
ENBO,040720Z,90,20,,1007
ENBO,040750Z,100,18,,1007
ENBO,040820Z,100,18,,1008
ENBO,040850Z,90,17,,1008
ENBO,040920Z,100,15,,1008
ENBO,040950Z,100,14,,1008
ENBO,041020Z,100,12,,1008
ENBO,041050Z,100,16,,1007
ENBO,041120Z,90,16,,1007
ENBO,041150Z,90,16,,1007
ENBO,041150Z,90,16,,1007
ENBO,041220Z,100,15,,1007
ENBO,041250Z,100,16,,1008
ENBO,041320Z,100,16,,1007
ENBO,041350Z,100,16,,1008
ENBO,041420Z,90,16,,1008
ENBO,041450Z,100,15,,1008
ENBO,041520Z,90,15,,1007
ENBO,041550Z,100,14,,1007
ENBO,041620Z,90,15,,1007
ENBO,041650Z,90,14,,1007
ENBO,041720Z,100,14,,1007
ENBO,041750Z,100,14,,1007
ENBO,041820Z,100,15,,1007
ENBO,041850Z,90,14,,1007
ENBO,041920Z,90,14,,1007
ENBO,041950Z,100,16,,1007
ENBO,042020Z,90,14,,1007
ENBO,042050Z,100,15,,1007
ENBO,042120Z,90,14,,1007
ENBO,042150Z,90,16,,1007
ENBO,042220Z,100,17,,1007
ENBO,042250Z,100,18,,1007
ENBO,042320Z,100,16,,1007
ENBO,042350Z,90,19,,1007
ENBO,050020Z,90,19,,1006
ENBO,050050Z,100,19,,1006
ENBO,050120Z,90,19,,1006
ENBO,050150Z,90,18,,1006
ENBO,050220Z,90,20,,1005
ENBO,050250Z,100,19,,1006
ENBO,050320Z,100,21,,1005
ENBO,050350Z,100,20,,1005
ENBO,050420Z,100,18,,1005
ENBO,050450Z,100,20,,1005
ENBO,050520Z,100,19,,1005
ENBO,050550Z,100,21,,1005
ENBO,050620Z,100,18,,1005
ENBO,050650Z,100,18,,1005
ENBO,050720Z,100,18,,1005
ENBO,050750Z,100,17,,1005
ENBO,050750Z,100,17,,1005
ENBO,050820Z,100,17,,1005
ENBO,050850Z,100,17,,1005
ENBO,050920Z,100,16,,1005
ENBO,050920Z,100,16,,1005
ENBO,050950Z,100,17,,1005
ENBO,051020Z,100,15,,1006
ENBO,051050Z,100,16,,1006
ENBO,051120Z,100,17,,1006
ENBO,051150Z,100,14,,1006
ENBO,051220Z,100,15,,1006
ENBO,051250Z,110,14,,1006
ENBO,051320Z,110,15,,1006
ENBO,051350Z,100,11,,1007
ENBO,051420Z,100,15,,1007
ENBO,051450Z,110,15,,1007
ENBO,051520Z,100,11,,1008
ENBO,051550Z,100,12,,1008
ENBO,051620Z,100,12,,1008
ENBO,051650Z,110,7,,1008
ENBO,051650Z,110,7,,1008
ENBO,051720Z,90,4,,1009
ENBO,051750Z,190,5,,1009
ENBO,051820Z,220,11,,1009
ENBO,051850Z,220,12,,1009
ENBO,051920Z,220,15,,1009
ENBO,051950Z,240,11,,1010
ENBO,052020Z,280,8,,1010
ENBO,052050Z,260,4,,1011
ENBO,052120Z,190,7,,1011
ENBO,052150Z,130,6,,1011
ENBO,052220Z,180,4,,1011
ENBO,052250Z,230,9,,1012
ENBO,052320Z,240,12,,1012
ENBO,052350Z,220,11,,1012
ENBO,060020Z,200,8,,1012
ENBO,060050Z,210,5,,1013
ENBO,060120Z,140,6,,1013
ENBO,060150Z,120,6,,1013
ENBO,060220Z,270,9,,1013
ENBO,060320Z,250,6,,1014
ENBO,060420Z,90,5,,1014
ENBO,060450Z,90,4,,1015
ENBO,060520Z,90,4,,1015
ENBO,060550Z,0,2,,1015
ENBO,060620Z,110,4,,1016
ENBO,060650Z,120,4,,1016
ENBO,060720Z,120,6,,1016
ENBO,060750Z,120,6,,1017
ENBO,060820Z,100,6,,1017
ENBO,060820Z,100,6,,1017
ENBO,060850Z,110,5,,1018
ENBO,060920Z,100,6,,1018
ENBO,060950Z,120,4,,1018
ENBO,061020Z,120,7,,1018
ENBO,061050Z,120,7,,1019
ENBO,061120Z,100,8,,1019
ENBO,061120Z,100,8,,1019
ENBO,061150Z,110,7,,1019
ENBO,061220Z,150,6,,1020
ENBO,061250Z,110,6,,1020
ENBO,061320Z,110,8,,1020
ENBO,061350Z,120,7,,1020
ENBO,061420Z,110,7,,1021
ENBO,061450Z,120,7,,1021
ENBO,061520Z,110,6,,1021
ENBO,061550Z,120,8,,1021
ENBO,061620Z,120,7,,1021
ENBO,061650Z,110,7,,1021
ENBO,061720Z,110,7,,1022
ENBO,061750Z,120,8,,1022
ENBO,061820Z,120,7,,1022
ENBO,061850Z,110,9,,1022
ENBO,061920Z,110,9,,1022
ENBO,061950Z,110,10,,1022
ENBO,062020Z,110,10,,1022
ENBO,062050Z,110,11,,1022
ENBO,062120Z,110,11,,1022
ENBO,062150Z,110,11,,1023
ENBO,062220Z,110,12,,1023
ENBO,062250Z,100,13,,1023
ENBO,062320Z,100,14,,1022
ENBO,062350Z,100,13,,1022
ENBO,070020Z,100,14,,1023
ENBO,070050Z,100,17,,1023
ENBO,070120Z,100,17,,1023
ENBO,070150Z,100,14,,1023
ENBO,070220Z,100,16,,1023
ENBO,070250Z,100,14,,1023
ENBO,070320Z,100,15,,1022
ENBO,070350Z,110,13,,1022
ENBO,070420Z,100,15,,1022
ENBO,070450Z,100,14,,1022
ENBO,070520Z,100,13,,1022
ENBO,070550Z,110,13,,1022
ENBO,070620Z,100,14,,1022
ENBO,070720Z,120,12,23,1022
ENBO,070750Z,110,10,,1022
ENBO,070820Z,110,8,,1022
ENBO,070850Z,170,6,,1022
ENBO,070850Z,170,6,,1022
ENBO,070920Z,210,16,,1022
ENBO,070950Z,230,20,,1022
ENBO,071020Z,230,25,,1021
ENBO,071050Z,230,24,,1021
ENBO,071120Z,230,25,,1021
ENBO,071150Z,230,23,,1021
ENBO,071220Z,230,26,,1020
ENBO,071250Z,220,25,,1020
ENBO,071250Z,220,25,,1020
ENBO,071320Z,230,24,,1020
ENBO,071350Z,250,31,,1021
ENBO,071420Z,230,28,,1020
ENBO,071450Z,230,22,,1020
ENBO,071520Z,240,25,,1020
ENBO,071550Z,260,19,,1021
ENBO,071620Z,270,17,,1021
ENBO,071650Z,280,16,,1021
ENBO,071720Z,290,15,,1021
ENBO,071750Z,300,14,,1022
ENBO,071820Z,300,14,,1022
ENBO,071850Z,330,12,,1022
ENBO,071920Z,310,16,,1023
ENBO,071950Z,310,17,,1023
ENBO,072020Z,310,18,,1024
ENBO,072050Z,310,18,,1024
ENBO,072120Z,300,18,,1024
ENBO,072150Z,310,20,,1025
ENBO,072220Z,310,17,,1025
ENBO,072250Z,300,20,,1025
ENBO,072320Z,300,17,,1025
ENBO,072350Z,300,17,,1025
ENBO,080020Z,300,18,,1026
ENBO,080050Z,300,18,,1026
ENBO,080120Z,290,15,,1026
ENBO,080150Z,280,16,,1026
ENBO,080220Z,280,18,,1026
ENBO,080250Z,270,16,,1026
ENBO,080320Z,270,18,,1026
ENBO,080350Z,270,17,,1026
ENBO,080420Z,260,17,,1026
ENBO,080450Z,260,18,,1026
ENBO,080520Z,260,20,,1026
ENBO,080550Z,260,18,,1026
ENBO,080620Z,260,21,,1026
ENBO,080650Z,260,22,,1026
ENBO,080720Z,260,20,,1026
ENBO,080750Z,260,19,,1026
ENBO,080820Z,260,19,,1025
ENBO,080850Z,240,20,,1025
ENBO,080920Z,260,22,,1025
ENBO,080950Z,250,21,,1025
ENBO,081020Z,260,23,,1025
ENBO,081050Z,250,23,,1025
ENBO,081120Z,240,25,,1024
ENBO,081150Z,250,25,,1024
ENBO,081220Z,240,25,,1024
ENBO,081250Z,250,24,,1024
ENBO,081320Z,250,25,,1023
ENBO,081350Z,240,24,,1023
ENBO,081420Z,250,23,,1023
ENBO,081450Z,250,24,,1023
ENBO,081520Z,240,24,,1023
ENBO,081550Z,240,22,,1023
ENBO,081620Z,240,22,,1023
ENBO,081650Z,240,21,,1022
ENBO,081720Z,240,21,,1022
ENBO,081750Z,250,23,,1022
ENBO,081820Z,250,23,,1022
ENBO,081850Z,240,22,,1021
ENBO,081920Z,240,24,,1021
ENBO,081950Z,240,23,,1021
ENBO,082020Z,240,24,,1021
ENBO,082050Z,250,24,,1021
ENBO,082120Z,250,22,,1021
ENBO,082150Z,250,24,,1021
ENBO,082220Z,240,24,,1021
ENBO,082250Z,240,24,,1021
ENBO,082320Z,240,25,,1021
ENBO,082350Z,240,25,,1020
ENBO,090020Z,240,26,,1020
ENBO,090050Z,240,26,,1020
ENBO,090120Z,240,24,,1020
ENBO,090150Z,240,25,,1020
ENBO,090250Z,250,24,,1020
ENBO,090320Z,260,19,,1021
ENBO,090350Z,250,21,,1021
ENBO,090420Z,250,22,,1021
ENBO,090450Z,250,20,,1020
ENBO,090520Z,250,21,,1020
ENBO,090550Z,260,22,,1020
ENBO,090620Z,250,20,,1021
ENBO,090650Z,240,22,,1021
ENBO,090650Z,240,22,,1021
ENBO,090720Z,250,22,,1021
ENBO,090720Z,250,22,,1021
ENBO,090750Z,250,21,,1021
ENBO,090820Z,260,19,,1021
ENBO,090850Z,270,19,,1022
ENBO,090920Z,270,20,,1022
ENBO,090950Z,270,18,,1023
ENBO,091020Z,260,18,,1023
ENBO,091050Z,250,18,,1023
ENBO,091120Z,260,19,,1023
ENBO,091150Z,270,21,,1023
ENBO,091220Z,270,18,,1023
ENBO,091250Z,270,18,,1024
ENBO,091320Z,270,17,,1024
ENBO,091350Z,270,20,,1024
ENBO,091420Z,270,17,,1024
ENBO,091450Z,270,16,,1024
ENBO,091520Z,260,14,,1024
ENBO,091550Z,260,13,,1025
ENBO,091620Z,260,13,,1025
ENBO,091650Z,270,18,,1025
ENBO,091720Z,270,16,,1025
ENBO,091750Z,270,17,,1025
ENBO,091820Z,280,14,,1026
ENBO,091820Z,280,14,,1026
ENBO,091850Z,290,15,,1026
ENBO,091920Z,260,14,,1026
ENBO,091950Z,260,16,,1026
ENBO,092020Z,270,16,,1026
ENBO,092050Z,260,15,,1026
ENBO,092120Z,260,15,,1026
ENBO,092150Z,260,16,,1026
ENBO,092220Z,260,16,,1026
ENBO,092250Z,260,15,,1026
ENBO,092320Z,270,14,,1026
ENBO,092350Z,270,17,,1026
ENBO,100020Z,270,16,,1026
ENBO,100050Z,270,17,,1025
ENBO,100120Z,270,15,,1025
ENBO,100150Z,260,17,,1025
ENBO,100220Z,250,19,,1024
ENBO,100250Z,250,18,,1023
ENBO,100320Z,250,20,,1023
ENBO,100350Z,260,22,,1023
ENBO,100420Z,250,22,,1023
ENBO,100450Z,260,24,,1022
ENBO,100520Z,250,24,,1022
ENBO,100550Z,250,23,,1021
ENBO,100620Z,250,22,,1021
ENBO,100650Z,250,22,,1021
ENBO,100720Z,250,24,,1021
ENBO,100750Z,250,25,,1020
ENBO,100820Z,270,23,,1020
ENBO,100850Z,260,22,,1020
ENBO,100920Z,270,24,,1019
ENBO,100950Z,270,26,,1019
ENBO,101020Z,270,27,,1019
ENBO,101050Z,280,26,,1019
ENBO,101120Z,300,24,,1018
ENBO,101150Z,300,22,,1018
ENBO,101220Z,310,22,,1019
ENBO,101250Z,310,21,,1019
ENBO,101320Z,300,23,,1019
ENBO,101350Z,300,25,,1019
ENBO,101420Z,300,20,,1020
ENBO,101450Z,330,16,,1020
ENBO,101520Z,330,13,,1020
ENBO,101550Z,310,15,,1020
ENBO,101550Z,310,15,,1020
ENBO,101620Z,320,13,,1020
ENBO,101650Z,340,14,,1021
ENBO,101720Z,320,17,,1021
ENBO,101750Z,340,11,,1021
ENBO,101820Z,320,18,,1021
ENBO,101850Z,330,12,,1021
ENBO,101920Z,340,13,,1022
ENBO,101950Z,350,14,,1022
ENBO,102020Z,350,14,,1022
ENBO,102050Z,340,15,,1022
ENBO,102120Z,350,11,,1023
ENBO,102150Z,340,14,,1023
ENBO,102220Z,330,12,,1023
ENBO,102250Z,340,12,,1024
ENBO,102320Z,350,12,,1024
ENBO,102350Z,340,11,,1024
ENBO,110020Z,330,11,,1024
ENBO,110050Z,320,12,,1024
ENBO,110120Z,320,12,,1025
ENBO,110150Z,320,12,,1025
ENBO,110220Z,320,13,,1025
ENBO,110320Z,310,10,,1025
ENBO,110350Z,320,10,,1026
ENBO,110420Z,310,9,,1026
ENBO,110450Z,320,9,,1026
ENBO,110520Z,320,7,,1026
ENBO,110550Z,320,8,,1026
ENBO,110620Z,0,3,,1026
ENBO,110650Z,290,7,,1026
ENBO,110720Z,340,6,,1026
ENBO,110750Z,320,5,,1026
ENBO,110820Z,310,5,,1026
ENBO,110850Z,300,4,,1026
ENBO,110920Z,300,5,,1026
ENBO,110950Z,270,6,,1026
ENBO,111020Z,260,13,,1026
ENBO,111050Z,280,14,,1026
ENBO,111120Z,270,14,,1025
ENBO,111150Z,260,15,,1025
ENBO,111220Z,260,13,,1025
ENBO,111250Z,250,16,,1024
ENBO,111320Z,250,18,,1024
ENBO,111350Z,260,18,,1023
ENBO,111420Z,250,19,,1022
ENBO,111450Z,240,22,,1021
ENBO,111520Z,240,22,,1020
ENBO,111550Z,230,21,,1019
ENBO,111620Z,230,22,,1018
ENBO,111650Z,230,26,,1017
ENBO,111720Z,250,24,,1017
ENBO,111750Z,280,27,,1016
ENBO,111820Z,280,27,,1016
ENBO,111850Z,280,25,,1015
ENBO,111920Z,270,24,,1015
ENBO,111950Z,280,28,,1014
ENBO,112020Z,270,26,,1014
ENBO,112050Z,270,27,37,1013
ENBO,112120Z,280,25,,1013
ENBO,112150Z,270,22,,1012
ENBO,112220Z,290,25,,1012
ENBO,112250Z,290,25,,1012
ENBO,112320Z,290,23,,1012
ENBO,112350Z,300,24,,1012
ENBO,120020Z,300,24,,1012
ENBO,120050Z,300,23,,1012
ENBO,120120Z,310,15,,1012
ENBO,120150Z,330,14,,1012
ENBO,120250Z,340,14,,1013
ENBO,120320Z,330,13,,1013
ENBO,120350Z,320,17,,1013
ENBO,120420Z,330,13,,1013
ENBO,120450Z,350,11,,1014
ENBO,120520Z,340,8,,1014
ENBO,120550Z,330,9,,1014
ENBO,120620Z,320,8,,1014
ENBO,120650Z,320,7,,1014
ENBO,120720Z,320,7,,1014
ENBO,120750Z,340,9,,1014
ENBO,120820Z,0,3,,1014
ENBO,120850Z,210,1,,1014
ENBO,120920Z,200,4,,1014
ENBO,120950Z,170,7,,1014
ENBO,121020Z,180,6,,1014
ENBO,121050Z,200,8,,1014
ENBO,121120Z,190,7,,1014
ENBO,121150Z,190,6,,1013
ENBO,121220Z,210,7,,1013
ENBO,121250Z,190,7,,1013
ENBO,121320Z,180,5,,1012
ENBO,121350Z,160,4,,1011
ENBO,121420Z,200,6,,1011
ENBO,121450Z,150,7,,1010
ENBO,121520Z,110,8,,1009
ENBO,121550Z,120,8,,1009
ENBO,121620Z,120,7,,1008
ENBO,121650Z,140,7,,1007
ENBO,121720Z,140,7,,1007
ENBO,121750Z,110,11,,1006
ENBO,121820Z,100,15,,1005
ENBO,121850Z,100,15,,1004
ENBO,121920Z,100,15,,1003
ENBO,121950Z,100,18,,1002
ENBO,122020Z,100,18,,1001
ENBO,122050Z,100,18,,1001
ENBO,122120Z,100,20,,1000
ENBO,122150Z,100,19,,0999
ENBO,122220Z,100,19,,0998
ENBO,122250Z,100,20,,0997
ENBO,122320Z,100,20,,0996
ENBO,122350Z,100,20,,0996
ENBO,130020Z,100,20,,0995
ENBO,130120Z,100,19,,0994
ENBO,130150Z,100,20,,0994
ENBO,130220Z,100,19,,0993
ENBO,130250Z,90,20,,0993
ENBO,130350Z,90,19,,0992
ENBO,130420Z,90,18,,0992
ENBO,130450Z,90,16,,0992
ENBO,130520Z,90,15,,0992
ENBO,130550Z,90,15,,0992
ENBO,130620Z,90,15,,0992
ENBO,130650Z,80,13,,0992
ENBO,130720Z,90,13,,0992
ENBO,130750Z,80,13,,0992
ENBO,130820Z,50,8,,0992
ENBO,130850Z,70,9,,0993
ENBO,130920Z,80,11,,0993
ENBO,130950Z,80,12,,0993
ENBO,131020Z,80,11,,0994
ENBO,131050Z,80,13,,0994
ENBO,131120Z,80,15,,0994
ENBO,131150Z,80,14,,0994
ENBO,131150Z,80,14,,0994
ENBO,131220Z,80,15,,0994
ENBO,131250Z,80,14,,0995
ENBO,131250Z,80,14,,0995
ENBO,131320Z,70,13,,0995
ENBO,131350Z,70,13,,0995
ENBO,131420Z,80,14,,0995
ENBO,131420Z,80,14,,0995
ENBO,131450Z,80,12,,0996
ENBO,131520Z,80,13,,0996
ENBO,131550Z,70,13,,0996
ENBO,131620Z,80,14,,0996
ENBO,131650Z,80,13,,0996
ENBO,131720Z,80,14,,0996
ENBO,131750Z,80,13,,0996
ENBO,131820Z,70,14,,0996
ENBO,131850Z,80,14,,0996
ENBO,131920Z,80,15,,0996
ENBO,131950Z,70,11,,0996
ENBO,132020Z,80,14,,0996
ENBO,132050Z,80,14,,0996
ENBO,132120Z,70,14,,0996
ENBO,132150Z,80,15,,0996
ENBO,132220Z,80,13,,0996
ENBO,132320Z,70,14,,0996
ENBO,132350Z,70,11,,0996
ENBO,140020Z,80,12,,0996
ENBO,140050Z,80,12,,0996
ENBO,140120Z,70,9,,0996
ENBO,140150Z,80,10,,0996
ENBO,140220Z,80,9,,0996
ENBO,140250Z,80,7,,0995
ENBO,140350Z,90,7,,0995
ENBO,140450Z,100,6,,0994
ENBO,140520Z,90,6,,0994
ENBO,140550Z,100,8,,0993
ENBO,140620Z,110,6,,0993
ENBO,140650Z,100,8,,0993
ENBO,140720Z,130,7,,0993
ENBO,140750Z,160,7,,0992
ENBO,140820Z,140,6,,0992
ENBO,140850Z,130,5,,0992
ENBO,140920Z,100,11,,0992
ENBO,140950Z,130,9,,0992
ENBO,141020Z,110,6,,0992
ENBO,141050Z,90,11,,0991
ENBO,141120Z,60,13,,0992
ENBO,141150Z,60,9,,0992
ENBO,141220Z,90,8,,0992
ENBO,141250Z,60,7,,0992
ENBO,141320Z,110,6,,0993
ENBO,141350Z,90,7,,0993
ENBO,141420Z,100,7,,0993
ENBO,141450Z,90,6,,0993
ENBO,141520Z,90,7,,0993
ENBO,141550Z,90,6,,0993
ENBO,141620Z,80,6,,0993
ENBO,141650Z,90,8,,0993
ENBO,141720Z,80,4,,0994
ENBO,141750Z,100,4,,0994
ENBO,141820Z,90,9,,0994
ENBO,141850Z,80,8,,0994
ENBO,141920Z,90,8,,0994
ENBO,141950Z,80,10,,0994
ENBO,142020Z,80,9,,0994
ENBO,142050Z,90,10,,0994
ENBO,142120Z,80,11,,0994
ENBO,142150Z,90,12,,0994
ENBO,142220Z,90,11,,0994
ENBO,142250Z,90,12,,0995
ENBO,142320Z,90,12,,0995
ENBO,142350Z,90,13,,0995
ENBO,150020Z,90,12,,0995
ENBO,150050Z,90,12,,0995
ENBO,150120Z,90,13,,0995
ENBO,150220Z,90,12,,0995
ENBO,150250Z,100,12,,0995
ENBO,150320Z,100,13,,0995
ENBO,150350Z,90,12,,0995
ENBO,150420Z,100,13,,0995
ENBO,150450Z,90,13,,0995
ENBO,150520Z,90,14,,0995
ENBO,150550Z,90,13,,0995
ENBO,150620Z,90,13,,0995
ENBO,150650Z,100,13,,0995
ENBO,150720Z,100,12,,0995
ENBO,150750Z,100,12,,0995
ENBO,150820Z,100,11,,0995
ENBO,150850Z,90,13,,0995
ENBO,150920Z,90,13,,0995
ENBO,150950Z,100,12,,0995
ENBO,151020Z,100,13,,0995
ENBO,151050Z,100,10,,0995
ENBO,151120Z,100,11,,0995
ENBO,151150Z,100,11,,0995
ENBO,151220Z,100,10,,0995
ENBO,151250Z,100,11,,0995
ENBO,151320Z,100,11,,0994
ENBO,151350Z,110,12,,0994
ENBO,151420Z,110,10,,0994
ENBO,151450Z,100,10,,0994
ENBO,151520Z,110,10,,0994
ENBO,151550Z,110,10,,0994
ENBO,151620Z,130,8,,0994
ENBO,151650Z,110,9,,0994
ENBO,151720Z,100,11,,0993
ENBO,151750Z,100,11,,0993
ENBO,151750Z,100,11,,0993
ENBO,151820Z,100,10,,0993
ENBO,151850Z,100,13,,0993
ENBO,151920Z,100,11,,0993
ENBO,151950Z,110,10,,0993
ENBO,152020Z,90,11,,0993
ENBO,152050Z,100,12,,0993
ENBO,152120Z,100,12,,0992
ENBO,152150Z,100,13,,0992
ENBO,152220Z,100,12,,0992
ENBO,152250Z,90,15,,0992
ENBO,152320Z,90,17,,0992
ENBO,152350Z,100,15,,0992
ENBO,160020Z,90,17,,0992
ENBO,160050Z,80,18,,0992
ENBO,160120Z,80,18,,0992
ENBO,160150Z,80,20,,0992
ENBO,160220Z,80,20,,0992
ENBO,160250Z,90,18,,0992
ENBO,160350Z,110,19,,0992
ENBO,160420Z,100,22,,0992
ENBO,160450Z,110,22,,0992
ENBO,160520Z,100,22,,0992
ENBO,160550Z,110,24,,0992
ENBO,160620Z,100,26,,0992
ENBO,160650Z,100,24,,0992
ENBO,160720Z,110,23,,0992
ENBO,160720Z,110,23,,0992
ENBO,160750Z,110,24,,0992
ENBO,160820Z,110,20,,0992
ENBO,160850Z,110,26,,0993
ENBO,160920Z,110,24,,0993
ENBO,160950Z,110,23,,0993
ENBO,161020Z,100,22,,0993
ENBO,161050Z,100,22,,0993
ENBO,161120Z,110,21,,0993
ENBO,161150Z,110,20,,0993
ENBO,161220Z,110,21,,0993
ENBO,161250Z,100,23,,0993
ENBO,161320Z,100,22,,0993
ENBO,161350Z,110,23,,0993
ENBO,161420Z,100,20,,0993
ENBO,161450Z,80,23,,0993
ENBO,161520Z,90,23,,0993
ENBO,161550Z,90,23,,0993
ENBO,161620Z,100,23,,0993
ENBO,161650Z,80,18,,0993
ENBO,161720Z,100,23,,0992
ENBO,161720Z,100,23,,0992
ENBO,161750Z,100,24,,0992
ENBO,161820Z,100,23,,0992
ENBO,161850Z,100,23,,0992
ENBO,161920Z,100,19,,0992
ENBO,161920Z,100,19,,0992
ENBO,161950Z,100,25,,0992
ENBO,162020Z,100,20,,0992
ENBO,162050Z,100,21,,0992
ENBO,162120Z,100,24,,0992
ENBO,162150Z,100,24,,0992
ENBO,162220Z,100,23,,0992
ENBO,162250Z,100,25,,0991
ENBO,162320Z,100,24,,0991
ENBO,162350Z,100,27,,0991
ENBO,170020Z,100,28,,0991
ENBO,170050Z,100,27,,0991
ENBO,170120Z,100,25,,0991
